# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/yc1201/rnaseq_ypd1/reference/genomic.gtf" "-t" "exon" "-g" "gene_id" "-o" "/home/yc1201/rnaseq_ypd1/results/counts/candida_counts_matrix.txt" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam" "/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_1_WT1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_2_WT2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_3_kcs1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_4_kcs1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_5_vip1-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_6_vip1-2_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_7_dbl-1_Aligned.sortedByCoord.out.bam	/home/yc1201/rnaseq_ypd1/results/aligned/2GK5PB_8_dbl-2_Aligned.sortedByCoord.out.bam
CAALFM_C205500WA	NC_032090.1	1122648	1123349	+	702	2934	3150	2731	3239	2712	2353	3460	3213
CAALFM_C205510CA	NC_032090.1	1123477	1124784	-	1308	119	120	166	122	175	193	135	112
CAALFM_C205520WA	NC_032090.1;NC_032090.1	1125205;1125314	1125254;1126004	+;+	741	1510	1725	1747	1928	1799	1945	1932	1706
CAALFM_C205530CA	NC_032090.1	1126080	1127237	-	1158	1274	1402	1435	1386	1759	1851	1471	1285
CAALFM_C205540CA	NC_032090.1;NC_032090.1	1127540;1128657	1128580;1128659	-;-	1044	487	548	606	628	681	785	610	537
CAALFM_C205550WA	NC_032090.1	1128947	1129336	+	390	1656	2052	1784	1725	2077	1870	2414	2326
CAALFM_C205560WA	NC_032090.1	1129692	1130708	+	1017	176	133	133	117	143	125	140	107
CAALFM_C205570CA	NC_032090.1	1130820	1131869	-	1050	349	446	339	318	250	269	344	349
CAALFM_C205580WA	NC_032090.1	1134957	1139015	+	4059	187	159	199	214	175	161	168	173
CAALFM_C205590CA	NC_032090.1	1139195	1140115	-	921	68	55	67	98	115	86	65	55
CAALFM_C205600WA	NC_032090.1	1141059	1141154	+	96	63	52	145	163	301	331	72	63
CAALFM_C205610CA	NC_032090.1	1141641	1142261	-	621	40219	44881	38639	39015	32132	28129	46645	42879
CAALFM_C205620WA	NC_032090.1	1143167	1143379	+	213	84	107	146	151	310	266	147	140
CAALFM_C205630CA	NC_032090.1	1143807	1143888	-	82	0	0	8	15	33	47	6	3
CAALFM_C205640WA	NC_032090.1	1149967	1151790	+	1824	957	1081	943	788	511	439	1024	944
CAALFM_C205650WA	NC_032090.1	1152540	1155374	+	2835	381	400	477	494	656	594	447	445
CAALFM_C205660WA	NC_032090.1	1156982	1159933	+	2952	1238	1141	1459	1245	2123	1901	1079	1014
CAALFM_C205670CA	NC_032090.1	1160140	1160940	-	801	508	653	602	659	707	742	824	724
CAALFM_C205680WA	NC_032090.1	1161273	1163942	+	2670	414	406	496	440	521	573	456	555
CAALFM_C205690CA	NC_032090.1	1164030	1164677	-	648	2330	1845	2182	1681	1298	1137	1300	1114
CAALFM_C205700WA	NC_032090.1	1165370	1166881	+	1512	5068	3736	4471	2956	2400	2067	2096	1660
CAALFM_C205710CA	NC_032090.1;NC_032090.1	1167165;1167926	1167469;1167944	-;-	324	22176	22868	22026	22578	13020	13986	26069	24215
CAALFM_C205720CA	NC_032090.1	1168416	1169708	-	1293	3422	3744	3634	3316	4453	3894	3754	3761
CAALFM_C205730CA	NC_032090.1	1170270	1171727	-	1458	461	448	475	509	619	653	633	611
CAALFM_C205740WA	NC_032090.1	1172463	1174007	+	1545	790	849	947	849	1032	986	995	913
CAALFM_C205750WA	NC_032090.1	1174515	1175765	+	1251	1795	2086	2176	2391	1496	1650	1654	1679
CAALFM_C205760CA	NC_032090.1	1175951	1176283	-	333	3531	3960	3860	4049	3015	3109	4232	4110
CAALFM_C205770WA	NC_032090.1;NC_032090.1	1178196;1178372	1178261;1179634	+;+	1329	245	231	278	259	151	104	259	281
CAALFM_C205780CA	NC_032090.1	1180382	1181722	-	1341	1115	1061	1156	1065	1365	1258	1056	937
CAALFM_C205790CA	NC_032090.1;NC_032090.1	1182436;1185120	1185054;1185167	-;-	2667	1640	1450	1468	1530	1458	1246	1332	1265
CAALFM_C205800CA	NC_032090.1	1185717	1187078	-	1362	910	843	893	877	896	1025	1045	954
CAALFM_C205810WA	NC_032090.1	1189182	1190819	+	1638	96	91	85	103	211	154	68	41
CAALFM_C205820WA	NC_032090.1	1191654	1193099	+	1446	500	494	658	753	829	782	552	448
CAALFM_C205830CA	NC_032090.1	1193133	1194662	-	1530	186	151	220	173	149	149	72	71
CAALFM_C205840WA	NC_032090.1	1194847	1196127	+	1281	371	417	456	478	553	630	575	497
CAALFM_C205850CA	NC_032090.1	1196120	1198435	-	2316	551	579	826	824	988	1120	679	719
CAALFM_C205860CA	NC_032090.1	1198788	1200521	-	1734	98	97	160	133	324	407	84	91
CAALFM_C205870WA	NC_032090.1;NC_032090.1	1204055;1204256	1204192;1204384	+;+	267	387	408	361	451	525	549	490	452
CAALFM_C205880WA	NC_032090.1	1204115	1204271	+	157	0	0	0	0	0	0	0	0
CAALFM_C205890CA	NC_032090.1	1204413	1205714	-	1302	2973	2948	2956	2918	3798	3914	3362	3058
CAALFM_C205900WA	NC_032090.1;NC_032090.1	1206361;1206565	1206502;1207523	+;+	1101	28	18	17	50	55	59	21	13
CAALFM_C205910WA	NC_032090.1	1208390	1210834	+	2445	433	515	774	804	1556	1332	673	611
CAALFM_C205920CA	NC_032090.1	1211100	1211381	-	282	26774	28391	25780	25057	21481	20849	32727	28384
CAALFM_C205930WA	NC_032090.1	1211755	1211940	+	186	10651	10634	9685	9483	6586	6709	11636	10972
CAALFM_C205940CA	NC_032090.1	1212168	1214264	-	2097	231	266	348	365	504	540	258	220
CAALFM_C205950CA	NC_032090.1	1214551	1215612	-	1062	22	20	23	23	38	45	13	5
CAALFM_C205960CA	NC_032090.1	1215977	1216873	-	897	119	147	154	173	187	236	252	224
CAALFM_C205970CA	NC_032090.1	1217596	1218492	-	897	136	172	178	126	157	197	157	124
CAALFM_C205980CA	NC_032090.1	1219015	1219995	-	981	436	516	430	564	816	777	537	499
CAALFM_C205990CA	NC_032090.1	1221317	1222471	-	1155	57	152	175	171	385	319	50	73
CAALFM_C206000WA	NC_032090.1	1223238	1224716	+	1479	253	253	357	345	593	604	340	269
CAALFM_C206010WA	NC_032090.1	1225302	1230872	+	5571	311	342	295	324	458	370	241	227
CAALFM_C206020WA	NC_032090.1	1232702	1234528	+	1827	2842	3370	3217	3221	3463	3662	3435	3307
CAALFM_C206030WA	NC_032090.1	1234771	1236204	+	1434	658	690	832	756	668	550	553	498
CAALFM_C206040CA	NC_032090.1	1236216	1237487	-	1272	290	234	328	280	347	366	173	216
CAALFM_C206050CA	NC_032090.1	1237790	1237863	-	74	7	3	2	8	11	31	3	4
CAALFM_C206070WA	NC_032090.1	1238997	1241150	+	2154	132	184	133	132	214	123	94	100
CAALFM_C206080CA	NC_032090.1	1241414	1242331	-	918	492	515	469	479	417	466	544	599
CAALFM_C206090WA	NC_032090.1	1242516	1245644	+	3129	307	284	316	374	396	340	271	295
CAALFM_C206100WA	NC_032090.1	1246014	1248281	+	2268	5115	5162	5605	5471	5886	5623	5608	5500
CAALFM_C206110WA	NC_032090.1	1248593	1249798	+	1206	629	724	833	914	863	824	798	713
CAALFM_C206120CA	NC_032090.1	1249804	1250850	-	1047	121	178	180	225	304	285	251	195
CAALFM_C206130WA	NC_032090.1	1251040	1251990	+	951	291	270	234	292	337	318	368	268
CAALFM_C206140CA	NC_032090.1	1252015	1253619	-	1605	85	59	41	62	60	86	54	49
CAALFM_C206150CA	NC_032090.1	1253885	1254724	-	840	1345	1399	1319	1234	1568	1362	1115	942
CAALFM_C206160WA	NC_032090.1	1255039	1255347	+	309	21	28	18	25	43	39	42	31
CAALFM_C206170CA	NC_032090.1	1255583	1259896	-	4314	1018	1192	1078	1227	1109	869	1147	1034
CAALFM_C206180CA	NC_032090.1	1260497	1261645	-	1149	6	2	18	12	23	17	4	1
CAALFM_C206190WA	NC_032090.1	1262842	1264551	+	1710	991	1006	1025	1177	1604	1528	1307	1209
CAALFM_C206200CA	NC_032090.1	1264660	1266624	-	1965	486	611	623	674	633	603	608	497
CAALFM_C206210CA	NC_032090.1	1266800	1267978	-	1179	7901	8450	8782	8908	8774	8542	10540	9631
CAALFM_C206220CA	NC_032090.1	1268218	1269177	-	960	569	530	474	523	530	561	402	351
CAALFM_C206230WA	NC_032090.1	1269257	1271869	+	2613	729	787	796	816	881	927	749	724
CAALFM_C206240WA	NC_032090.1;NC_032090.1	1272064;1272146	1272068;1272479	+;+	339	427	471	475	497	435	513	590	573
CAALFM_C206250CA	NC_032090.1	1272572	1274758	-	2187	881	935	852	989	1285	1263	927	755
CAALFM_C206260WA	NC_032090.1	1275158	1275673	+	516	118	121	90	101	89	146	142	127
CAALFM_C206270WA	NC_032090.1	1275898	1277094	+	1197	314	353	305	390	332	348	395	355
CAALFM_C206280CA	NC_032090.1	1277091	1278281	-	1191	39	51	70	55	245	432	30	27
CAALFM_C206290CA	NC_032090.1;NC_032090.1	1278612;1279296	1278920;1279313	-;-	327	1349	1390	1186	1590	959	864	1540	1467
CAALFM_C206300WA	NC_032090.1	1279697	1280149	+	453	325	347	391	395	361	367	325	259
CAALFM_C206310CA	NC_032090.1	1280608	1281252	-	645	2880	2999	2830	2886	2240	2290	3280	3233
CAALFM_C206320WA	NC_032090.1	1285202	1288468	+	3267	674	705	944	1003	1496	1499	916	817
CAALFM_C206330CA	NC_032090.1	1288828	1290435	-	1608	1180	1117	1198	988	1292	1239	1062	856
CAALFM_C206340WA	NC_032090.1	1295311	1297473	+	2163	33	55	40	45	37	74	67	47
CAALFM_C206350CA	NC_032090.1	1297757	1299199	-	1443	0	1	7	8	12	15	1	0
CAALFM_C206360CA	NC_032090.1	1299920	1300867	-	948	2386	2752	3213	3852	4063	4553	3216	2912
CAALFM_C206370CA	NC_032090.1	1301184	1301768	-	585	152	141	267	233	377	411	181	137
CAALFM_C206390CA	NC_032090.1;NC_032090.1	1302199;1303561	1303313;1304011	-;-	1566	33876	38760	39326	39611	40555	39735	41104	38272
CAALFM_C206400CA	NC_032090.1	1303415	1303501	-	87	2	8	3	4	4	3	4	6
CAALFM_C206410WA	NC_032090.1	1304759	1304860	+	102	17	25	29	47	44	80	22	16
CAALFM_C206420CA	NC_032090.1	1305528	1308080	-	2553	1052	1072	1233	1172	1355	1272	1129	1059
CAALFM_C206430CA	NC_032090.1	1309685	1310272	-	588	164	147	238	277	488	474	185	177
CAALFM_C206440CA	NC_032090.1	1310642	1311376	-	735	1111	966	1301	1271	1855	2159	1032	930
CAALFM_C206450CA	NC_032090.1	1312314	1313235	-	922	1	3	4	6	15	4	4	1
CAALFM_C206460WA	NC_032090.1	1314688	1316082	+	1395	371	375	494	483	633	663	460	405
CAALFM_C206470WA	NC_032090.1	1317087	1318448	+	1362	1902	1774	2824	2802	2698	2345	1875	1643
CAALFM_C206480WA	NC_032090.1	1318661	1319632	+	972	493	650	777	908	1105	1251	946	893
CAALFM_C206490WA	NC_032090.1	1319860	1321047	+	1188	895	1079	1137	1039	1609	1539	1141	1048
CAALFM_C206500WA	NC_032090.1;NC_032090.1	1321383;1321434	1321420;1321469	+;+	74	0	0	4	0	9	3	0	0
CAALFM_C206510WA	NC_032090.1;NC_032090.1	1321731;1321857	1321793;1323038	+;+	1245	66	63	84	93	222	211	67	59
CAALFM_C206520CA	NC_032090.1	1323080	1323985	-	906	90	92	104	113	176	157	116	104
CAALFM_C206530WA	NC_032090.1	1324473	1325444	+	972	41	22	30	43	61	70	38	38
CAALFM_C206540CA	NC_032090.1	1325586	1329257	-	3672	1374	1398	1361	1492	1795	1749	1367	1231
CAALFM_C206550WA	NC_032090.1	1330846	1331601	+	756	89	98	111	98	173	159	42	59
CAALFM_C206560WA	NC_032090.1	1332428	1332503	+	76	16	9	22	23	19	22	9	3
CAALFM_C206570CA	NC_032090.1	1332506	1332811	-	306	3482	2662	3253	2613	2059	2842	1967	1611
CAALFM_C206590CA	NC_032090.1	1334165	1335724	-	1560	207	166	446	369	210	225	93	118
CAALFM_C206600WA	NC_032090.1	1341011	1343941	+	2931	377	355	364	302	156	145	191	243
CAALFM_C206610CA	NC_032090.1	1345071	1345313	-	243	44	33	44	47	45	45	30	35
CAALFM_C206620WA	NC_032090.1	1346884	1348161	+	1278	94	57	52	72	56	52	56	46
CAALFM_C206630CA	NC_032090.1	1349765	1349971	-	207	8	7	8	8	8	14	5	8
CAALFM_C206640CA	NC_032090.1	1350861	1354220	-	3360	6270	6669	6724	7033	7202	7154	7474	6984
CAALFM_C206650CA	NC_032090.1	1354541	1356250	-	1710	86	84	101	98	105	163	129	133
CAALFM_C206660WA	NC_032090.1	1356510	1357319	+	810	74	118	84	130	101	95	84	72
CAALFM_C206670CA	NC_032090.1	1357769	1359901	-	2133	151	157	146	128	139	125	152	168
CAALFM_C206680WA	NC_032090.1	1365086	1365943	+	858	1552	1842	1480	1467	880	888	358	311
CAALFM_C206690CA	NC_032090.1	1366921	1367544	-	624	34	33	46	38	19	37	19	16
CAALFM_C206700WA	NC_032090.1	1371621	1373636	+	2016	138	142	71	96	24	41	21	13
CAALFM_C206710WA	NC_032090.1	1374467	1375636	+	1170	134	145	171	131	212	222	171	167
CAALFM_C206720WA	NC_032090.1	1376330	1377367	+	1038	438	349	318	303	503	466	376	317
CAALFM_C206730WA	NC_032090.1	1379376	1380329	+	954	1910	2045	1816	1771	1170	1002	1998	1879
CAALFM_C206740WA	NC_032090.1	1383179	1385761	+	2583	78	57	76	72	59	61	47	56
CAALFM_C206750CA	NC_032090.1	1386153	1386893	-	741	38	44	44	59	39	46	61	62
CAALFM_C206760CA	NC_032090.1	1387411	1388661	-	1251	95	101	102	101	100	122	101	89
CAALFM_C206770WA	NC_032090.1	1389019	1390239	+	1221	385	375	361	394	361	349	369	368
CAALFM_C206780CA	NC_032090.1	1390337	1391983	-	1647	250	259	240	195	262	287	235	240
CAALFM_C206790WA	NC_032090.1	1392264	1392623	+	360	36	37	33	26	28	48	23	36
CAALFM_C206800CA	NC_032090.1	1392696	1393475	-	780	99	123	106	142	133	199	106	132
CAALFM_C206810CA	NC_032090.1;NC_032090.1	1395463;1396378	1395984;1396380	-;-	525	5602	6364	5569	6576	4816	4774	7401	6711
CAALFM_C206820CA	NC_032090.1	1396740	1397597	-	858	4200	4394	3774	3851	4850	4961	3664	3272
CAALFM_C206830CA	NC_032090.1	1398004	1401462	-	3459	322	331	347	379	457	384	463	382
CAALFM_C206840WA	NC_032090.1	1402344	1403921	+	1578	12	17	18	22	12	17	16	10
CAALFM_C206850WA	NC_032090.1;NC_032090.1	1404233;1404310	1404235;1404912	+;+	606	247	333	259	384	379	362	339	297
CAALFM_C206860WA	NC_032090.1	1407205	1412160	+	4956	80	84	85	128	42	57	110	93
CAALFM_C206870CA	NC_032090.1	1412526	1413122	-	597	114	119	95	83	68	60	78	74
CAALFM_C206880CA	NC_032090.1	1413826	1415223	-	1398	906	908	988	730	1408	1195	575	531
CAALFM_C206890CA	NC_032090.1	1415603	1416562	-	960	404	325	234	240	706	769	225	235
CAALFM_C206910WA	NC_032090.1	1417595	1418248	+	654	214	246	237	237	268	268	260	265
CAALFM_C206920CA	NC_032090.1	1418391	1419161	-	771	219	259	270	214	212	208	258	243
CAALFM_C206930CA	NC_032090.1	1419414	1420940	-	1527	39	39	60	67	104	86	22	19
CAALFM_C206940CA	NC_032090.1	1422371	1424200	-	1830	119	162	132	120	149	153	132	134
CAALFM_C206950CA	NC_032090.1	1426287	1427003	-	717	1043	1029	1126	1126	892	875	1130	1244
CAALFM_C206960WA	NC_032090.1	1427773	1428666	+	894	11905	12148	12203	10743	12404	12366	13508	12786
CAALFM_C206970WA	NC_032090.1	1429227	1430270	+	1044	187	175	353	370	709	703	253	296
CAALFM_C206980WA	NC_032090.1	1431599	1433137	+	1539	0	1	19	7	36	26	12	5
CAALFM_C206990WA	NC_032090.1	1434464	1436020	+	1557	53	69	114	117	193	194	46	53
CAALFM_C207000WA	NC_032090.1	1436457	1437149	+	693	916	1090	1170	1068	852	963	1168	998
CAALFM_C207010WA	NC_032090.1;NC_032090.1	1437380;1437498	1437429;1438551	+;+	1104	3334	3906	3348	3518	3819	3657	3350	3301
CAALFM_C207020CA	NC_032090.1	1438706	1439890	-	1185	142	198	190	183	296	284	249	205
CAALFM_C207030CA	NC_032090.1	1440117	1440932	-	816	1353	1497	1599	1574	1443	1428	1531	1392
CAALFM_C207040WA	NC_032090.1	1441145	1442233	+	1089	194	268	307	389	371	394	378	252
CAALFM_C207060WA	NC_032090.1	1442700	1443479	+	780	384	404	375	401	495	480	343	351
CAALFM_C207070WA	NC_032090.1	1443720	1444874	+	1155	198	186	196	237	526	515	194	238
CAALFM_C207080CA	NC_032090.1	1444905	1445444	-	540	509	586	593	523	815	781	642	611
CAALFM_C207090CA	NC_032090.1	1445733	1447313	-	1581	493	419	441	478	511	483	353	376
CAALFM_C207100WA	NC_032090.1	1447672	1449081	+	1410	1597	1755	1825	1848	1833	1931	1860	1757
CAALFM_C207110CA	NC_032090.1	1449220	1451712	-	2493	502	609	469	497	548	618	538	419
CAALFM_C207120WA	NC_032090.1	1452374	1453192	+	819	2025	2476	2314	2384	2274	2381	2498	2012
CAALFM_C207130CA	NC_032090.1	1453673	1455391	-	1719	1108	1096	1225	1168	1460	1374	1048	1009
CAALFM_C207140WA	NC_032090.1	1457732	1458469	+	738	2375	2452	2495	2347	3675	4554	4130	3681
CAALFM_C207160WA	NC_032090.1	1459884	1461638	+	1755	1591	1590	2075	1829	3620	3503	1783	2163
CAALFM_C207170CA	NC_032090.1	1461999	1464395	-	2397	117	104	190	203	350	271	91	119
CAALFM_C207180WA	NC_032090.1	1466280	1467026	+	747	352	222	374	405	380	306	177	175
CAALFM_C207190CA	NC_032090.1	1467249	1467773	-	525	7187	7884	7673	7687	5342	5238	8210	7255
CAALFM_C207200WA	NC_032090.1	1468331	1468669	+	339	1664	1777	1969	1679	1890	2193	2061	2050
CAALFM_C207210CA	NC_032090.1	1469096	1470337	-	1242	1646	1627	1614	1452	1342	1208	1232	1124
CAALFM_C207220WA	NC_032090.1	1472227	1473021	+	795	1498	1551	1395	1411	1773	1817	1671	1655
CAALFM_C207230CA	NC_032090.1	1473205	1475970	-	2766	204	204	225	202	445	423	210	188
CAALFM_C207240CA	NC_032090.1	1476788	1478290	-	1503	71	43	97	90	152	134	64	51
CAALFM_C207250CA	NC_032090.1	1479002	1479994	-	993	29	22	41	45	79	86	26	29
CAALFM_C207260CA	NC_032090.1	1480464	1480904	-	441	3405	3662	3805	3282	4725	5317	4330	3837
CAALFM_C207270WA	NC_032090.1	1481388	1482407	+	1020	1157	1118	954	906	2061	2107	1105	1006
CAALFM_C207280WA	NC_032090.1	1482648	1484342	+	1695	28	11	48	39	85	47	14	17
CAALFM_C207290WA	NC_032090.1	1484562	1485518	+	957	5494	5917	5819	5925	6089	5915	6768	5869
CAALFM_C207300CA	NC_032090.1	1485601	1485972	-	372	826	877	972	1140	948	973	1043	940
CAALFM_C207310WA	NC_032090.1	1486613	1488259	+	1647	5083	5380	5601	5255	5451	5328	5709	5335
CAALFM_C207320WA	NC_032090.1	1488635	1489894	+	1260	2139	2188	2250	2241	2535	2606	2412	2328
CAALFM_C207330WA	NC_032090.1	1490143	1497591	+	7449	1049	1229	1237	1141	1446	1352	997	1050
CAALFM_C207340WA	NC_032090.1	1498450	1500138	+	1689	1265	1307	1439	1662	1492	1490	1423	1192
CAALFM_C207350WA	NC_032090.1	1500487	1503123	+	2637	1140	1256	1491	1463	2143	2071	1243	1198
CAALFM_C207360WA	NC_032090.1	1503394	1504845	+	1452	736	813	810	825	1069	1140	941	906
CAALFM_C207370WA	NC_032090.1	1505218	1506252	+	1035	917	987	874	779	1057	1081	783	636
CAALFM_C207380WA	NC_032090.1	1506829	1508775	+	1947	17533	19045	16730	17591	12013	10699	18725	17185
CAALFM_C207390CA	NC_032090.1	1509083	1511452	-	2370	989	1078	1350	1273	1546	1508	1078	938
CAALFM_C207400CA	NC_032090.1	1512062	1513321	-	1260	4185	3858	3612	3322	6190	5464	3828	3609
CAALFM_C207410WA	NC_032090.1	1514557	1516023	+	1467	409	473	419	403	489	465	414	427
CAALFM_C207420WA	NC_032090.1	1516379	1517101	+	723	1901	2010	2083	2017	2130	2272	2111	2073
CAALFM_C207430CA	NC_032090.1	1517213	1518205	-	993	307	312	328	336	427	381	279	289
CAALFM_C207440CA	NC_032090.1	1519101	1520804	-	1704	155	160	239	188	397	383	246	217
CAALFM_C207450CA	NC_032090.1	1521450	1522565	-	1116	1901	2133	2025	2235	1940	1955	2581	2178
CAALFM_C207460WA	NC_032090.1	1523224	1524315	+	1092	765	710	709	670	714	667	721	652
CAALFM_C207470WA	NC_032090.1	1524598	1528116	+	3519	1328	1368	1477	1393	1697	1517	1318	1191
CAALFM_C207480WA	NC_032090.1	1528366	1530174	+	1809	438	541	559	536	625	520	622	571
CAALFM_C207490WA	NC_032090.1	1530892	1532052	+	1161	1772	2068	1847	1920	2345	2158	1990	1811
CAALFM_C207500CA	NC_032090.1	1532147	1533118	-	972	451	349	436	405	580	491	496	424
CAALFM_C207510WA	NC_032090.1	1533370	1534185	+	816	161	160	193	183	197	224	167	179
CAALFM_C207520CA	NC_032090.1	1534182	1535540	-	1359	365	394	384	458	606	553	373	445
CAALFM_C207530CA	NC_032090.1;NC_032090.1	1535671;1536461	1536393;1537075	-;-	1338	8	14	43	21	80	61	10	12
CAALFM_C207540WA	NC_032090.1	1537720	1538052	+	333	1998	1939	1844	1988	1496	1424	2332	2086
CAALFM_C207550WA	NC_032090.1	1538564	1539199	+	636	7015	7698	7275	7097	6088	5530	8967	8206
CAALFM_C207560WA	NC_032090.1	1539744	1544669	+	4926	1096	1197	1091	1170	1568	1496	1266	1254
CAALFM_C207570WA	NC_032090.1	1545974	1547158	+	1185	211	157	195	162	205	183	63	83
CAALFM_C207580WA	NC_032090.1	1547643	1548842	+	1200	103	126	154	173	189	170	92	53
CAALFM_C207590WA	NC_032090.1	1549130	1549471	+	342	1895	2104	2045	1786	1809	1766	2307	2246
CAALFM_C207600CA	NC_032090.1	1549800	1551644	-	1845	854	868	829	798	925	907	1017	954
CAALFM_C207610CA	NC_032090.1	1552100	1554259	-	2160	743	786	802	699	942	933	663	586
CAALFM_C207620WA	NC_032090.1	1554569	1556356	+	1788	15	14	32	33	67	56	7	15
CAALFM_C207630CA	NC_032090.1	1556455	1556820	-	366	273	99	200	127	308	287	129	166
CAALFM_C207640WA	NC_032090.1	1558200	1560074	+	1875	825	708	766	701	778	590	724	723
CAALFM_C207650CA	NC_032090.1	1560176	1561576	-	1401	773	816	933	890	878	858	877	876
CAALFM_C207660WA	NC_032090.1	1561929	1565840	+	3912	233	315	288	339	392	342	319	314
CAALFM_C207670CA	NC_032090.1	1565975	1567477	-	1503	320	342	364	378	560	572	256	225
CAALFM_C207680WA	NC_032090.1	1568150	1569013	+	864	4749	4583	4537	4583	4144	4318	4666	4305
CAALFM_C207690WA	NC_032090.1	1569249	1570613	+	1365	33	25	49	60	81	86	25	28
CAALFM_C207700CA	NC_032090.1	1570678	1570995	-	318	37	28	76	69	112	114	83	68
CAALFM_C207710WA	NC_032090.1	1571237	1572079	+	843	45	39	29	22	41	59	16	7
CAALFM_C207720CA	NC_032090.1	1572155	1574203	-	2049	365	348	342	327	372	340	255	225
CAALFM_C207730WA	NC_032090.1	1577337	1579364	+	2028	947	1089	995	1171	1077	968	1092	1045
CAALFM_C207740WA	NC_032090.1	1580583	1584782	+	4200	2664	2473	2572	2717	2870	2754	2596	2610
CAALFM_C207750WA	NC_032090.1	1585672	1586235	+	564	228	276	274	274	424	435	259	333
CAALFM_C207760WA	NC_032090.1	1587535	1588641	+	1107	406	486	545	543	937	1043	409	376
CAALFM_C207770CA	NC_032090.1	1588820	1589116	-	297	10	4	2	4	9	5	3	7
CAALFM_C207790CA	NC_032090.1	1589416	1590141	-	726	28	22	26	24	61	51	26	16
CAALFM_C207800WA	NC_032090.1	1590890	1591228	+	339	2397	2528	2450	2559	1677	1883	2690	2350
CAALFM_C207810WA	NC_032090.1	1591735	1593045	+	1311	776	992	1036	975	1335	1414	899	871
CAALFM_C207820CA	NC_032090.1	1593194	1594201	-	1008	1635	1697	1640	1775	1550	1410	1150	1161
CAALFM_C207830WA	NC_032090.1	1595572	1597728	+	2157	460	527	517	530	947	795	604	543
CAALFM_C207840WA	NC_032090.1	1598697	1600199	+	1503	6	9	63	60	161	141	4	24
CAALFM_C207850CA	NC_032090.1	1600287	1600358	-	72	0	0	3	2	3	3	0	0
CAALFM_C207860WA	NC_032090.1	1600857	1602221	+	1365	273	276	314	280	387	416	347	329
CAALFM_C207870CA	NC_032090.1	1601234	1601776	-	543	0	0	0	0	0	0	0	0
CAALFM_C207880WA	NC_032090.1	1602503	1603915	+	1413	505	522	551	526	509	443	506	505
CAALFM_C207890WA	NC_032090.1	1604218	1605558	+	1341	2107	2156	2326	2497	2633	2747	2318	2063
CAALFM_C207900WA	NC_032090.1	1608279	1611449	+	3171	1703	1569	1345	1428	1142	1036	1175	1183
CAALFM_C207910CA	NC_032090.1	1611757	1611933	-	177	647	668	692	727	518	678	863	909
CAALFM_C207920WA	NC_032090.1	1612098	1613135	+	1038	399	387	408	370	389	485	448	450
CAALFM_C207930CA	NC_032090.1	1613187	1615181	-	1995	405	351	351	301	432	396	370	382
CAALFM_C207940CA	NC_032090.1	1615386	1616870	-	1485	721	730	843	804	1008	1058	842	806
CAALFM_C207950WA	NC_032090.1	1617396	1618439	+	1044	620	615	653	754	984	975	907	827
CAALFM_C207960CA	NC_032090.1	1618432	1619652	-	1221	1024	1053	1214	1289	1058	977	1143	1188
CAALFM_C207970WA	NC_032090.1;NC_032090.1	1620166;1620217	1620203;1620252	+;+	74	0	0	0	1	0	2	0	0
CAALFM_C207980WA	NC_032090.1	1620414	1621292	+	879	207	218	207	195	249	244	293	232
CAALFM_C207990WA	NC_032090.1	1621504	1621576	+	73	8	11	24	25	32	28	3	1
CAALFM_C208000CA	NC_032090.1	1621750	1623579	-	1830	21879	24545	24075	24813	25290	23655	27108	24694
CAALFM_C208010WA	NC_032090.1	1624653	1631255	+	6603	2755	2804	2668	2703	3762	3231	2161	2065
